Country,Coffee type,Total_domestic_consumption,Year,Consumption
Country 29,Robusta,0,2012-13,0.0
Country 30,Arabica,4536540000,2012-13,221692800.0
Country 31,Robusta,1123140,2012-13,64982.4
Country 32,Robusta,9970800,2012-13,134400.0
Country 33,Arabica/Robusta,590880000,2012-13,24192000.0
Country 34,Robusta,86730000,2012-13,3360000.0
Country 35,Robusta,9203040,2012-13,584640.0
Country 36,Arabica,471850680,2012-13,23184000.0
Country 37,Robusta/Arabica,2093460000,2012-13,92400000.0
Country 38,Arabica,18688020,2012-13,604800.0
Country 39,Arabica,95190000,2012-13,3360000.0
Country 40,Robusta,157980000,2012-13,10080000.0
Country 41,Robusta,8640000,2012-13,336000.0
Country 42,Arabica/Robusta,3189660000,2012-13,158188800.0
Country 43,Arabica,0,2012-13,0.0
Country 44,Arabica,299700300,2012-13,13968460.8
Country 45,Robusta,70740000,2012-13,2688000.0
Country 46,Arabica,122916960,2012-13,4502400.0
Country 47,Robusta,10080000,2012-13,336000.0
Country 48,Robusta/Arabica,58300020,2012-13,2352000.0
Country 49,Robusta/Arabica,1248600000,2012-13,75936000.0
Country 50,Robusta,2167620,2012-13,16262.4
Country 51,Robusta,21090000,2012-13,672000.0
Country 52,Robusta/Arabica,284816400,2012-13,14515200.0
Country 53,Arabica,2386067999,2012-13,110880000.0
Country 54,Robusta/Arabica,1920928320,2012-13,122640000.0
Country 55,Arabica,121620000,2012-13,8736000.0
Country 1,Robusta/Arabica,46500000,2013-14,2016000.0
Country 2,Arabica,75180000,2013-14,3494400.0
Country 3,Arabica/Robusta,27824700000,2013-14,1349712000.0
Country 4,Arabica/Robusta,3412020,2013-14,134400.0
Country 5,Arabica/Robusta,381540000,2013-14,10416000.0
Country 6,Robusta/Arabica,4920480000,2013-14,285600000.0
Country 7,Robusta,588705960,2013-14,27552000.0
Country 8,Arabica,2340000,2013-14,67200.0
Country 9,Arabica/Robusta,3608400,2013-14,137020.8
Country 10,Arabica,35100000,2013-14,1344000.0
Country 11,Arabica,402000000,2013-14,16800000.0
Country 12,Arabica,2139960,2013-14,67200.0
Country 13,Arabica,294000,2013-14,32928.0
Country 14,Arabica,8595960,2013-14,268800.0
Country 15,Robusta,5360040,2013-14,201600.0
Country 16,Arabica,384006000,2013-14,14784000.0
Country 17,Arabica/Robusta,642823380,2013-14,25759977.6
Country 18,Arabica,600600000,2013-14,22848000.0
Country 19,Robusta/Arabica,2807280000,2013-14,171360000.0
Country 20,Arabica/Robusta,76425060,2013-14,4936982.4
Country 21,Arabica,991920,2013-14,0.0
Country 22,Robusta/Arabica,143450940,2013-14,4938057.6
Country 23,Robusta,24794400,2013-14,1344000.0
Country 24,Arabica,2536776384,2013-14,108663744.0
Country 25,Arabica,665335200,2013-14,22516032.0
Country 26,Robusta,410260140,2013-14,21302400.0
Country 27,Robusta/Arabica,359880000,2013-14,13440000.0
Country 28,Arabica,417242040,2013-14,18480000.0
Country 29,Robusta,0,2013-14,0.0
Country 30,Arabica,4536540000,2013-14,226128000.0
Country 31,Robusta,1123140,2013-14,39177.6
Country 32,Robusta,9970800,2013-14,134400.0
Country 33,Arabica/Robusta,590880000,2013-14,24864000.0
Country 34,Robusta,86730000,2013-14,3360000.0
Country 35,Robusta,9203040,2013-14,591360.0
Country 36,Arabica,471850680,2013-14,23520000.0
Country 37,Robusta/Arabica,2093460000,2013-14,94080000.0
Country 38,Arabica,18688020,2013-14,604800.0
Country 39,Arabica,95190000,2013-14,3696000.0
Country 40,Robusta,157980000,2013-14,10080000.0
Country 41,Robusta,8640000,2013-14,336000.0
Country 42,Arabica/Robusta,3189660000,2013-14,155971200.0
Country 43,Arabica,0,2013-14,0.0
Country 44,Arabica,299700300,2013-14,14082499.2
Country 45,Robusta,70740000,2013-14,2688000.0
Country 46,Arabica,122916960,2013-14,4502400.0
Country 47,Robusta,10080000,2013-14,336000.0
Country 48,Robusta/Arabica,58300020,2013-14,2352000.0
Country 49,Robusta/Arabica,1248600000,2013-14,80640000.0
Country 50,Robusta,2167620,2013-14,15993.6
Country 51,Robusta,21090000,2013-14,672000.0
Country 52,Robusta/Arabica,284816400,2013-14,14837760.0
Country 53,Arabica,2386067999,2013-14,110880000.0
Country 54,Robusta/Arabica,1920928320,2013-14,134400000.0
Country 55,Arabica,121620000,2013-14,8736000.0
Country 1,Robusta/Arabica,46500000,2014-15,2016000.0
Country 2,Arabica,75180000,2014-15,3595200.0
Country 3,Arabica/Robusta,27824700000,2014-15,1366377600.0
Country 4,Arabica/Robusta,3412020,2014-15,134400.0
Country 5,Arabica/Robusta,381540000,2014-15,10416000.0
Country 6,Robusta/Arabica,4920480000,2014-15,296822400.0
Country 7,Robusta,588705960,2014-15,26208000.0
Country 8,Arabica,2340000,2014-15,67200.0
Country 9,Arabica/Robusta,3608400,2014-15,129292.8
Country 10,Arabica,35100000,2014-15,1344000.0
Country 11,Arabica,402000000,2014-15,16800000.0
Country 12,Arabica,2139960,2014-15,67200.0
Country 13,Arabica,294000,2014-15,32928.0
Country 14,Arabica,8595960,2014-15,268800.0
Country 15,Robusta,5360040,2014-15,201600.0
Country 16,Arabica,384006000,2014-15,14784000.0
Country 17,Arabica/Robusta,642823380,2014-15,26073600.0
Country 18,Arabica,600600000,2014-15,22848000.0
Country 19,Robusta/Arabica,2807280000,2014-15,188160000.0
Country 20,Arabica/Robusta,76425060,2014-15,5155382.4
Country 21,Arabica,991920,2014-15,0.0
Country 22,Robusta/Arabica,143450940,2014-15,5061302.4
Country 23,Robusta,24794400,2014-15,1344000.0
Country 24,Arabica,2536776384,2014-15,111918307.2
Country 25,Arabica,665335200,2014-15,25585862.4
Country 26,Robusta,410260140,2014-15,21302400.0
Country 27,Robusta/Arabica,359880000,2014-15,13440000.0
Country 28,Arabica,417242040,2014-15,18816000.0
Country 29,Robusta,0,2014-15,0.0
Country 30,Arabica,4536540000,2014-15,230697600.0
Country 31,Robusta,1123140,2014-15,34742.4
Country 32,Robusta,9970800,2014-15,134400.0
Country 33,Arabica/Robusta,590880000,2014-15,25536000.0
Country 34,Robusta,86730000,2014-15,3360000.0
Country 35,Robusta,9203040,2014-15,598080.0
Country 36,Arabica,471850680,2014-15,23856000.0
Country 37,Robusta/Arabica,2093460000,2014-15,96096000.0
Country 38,Arabica,18688020,2014-15,604800.0
Country 39,Arabica,95190000,2014-15,3696000.0
Country 40,Robusta,157980000,2014-15,10080000.0
Country 41,Robusta,8640000,2014-15,336000.0
Country 42,Arabica/Robusta,3189660000,2014-15,157718400.0
Country 43,Arabica,0,2014-15,0.0
Country 44,Arabica,299700300,2014-15,14229062.4
Country 45,Robusta,70740000,2014-15,2688000.0
Country 46,Arabica,122916960,2014-15,4502400.0
Country 47,Robusta,10080000,2014-15,336000.0
Country 48,Robusta/Arabica,58300020,2014-15,2352000.0
Country 49,Robusta/Arabica,1248600000,2014-15,84000000.0
Country 50,Robusta,2167620,2014-15,13104.0
Country 51,Robusta,21090000,2014-15,672000.0
Country 52,Robusta/Arabica,284816400,2014-15,15402240.0
Country 53,Arabica,2386067999,2014-15,110880000.0
Country 54,Robusta/Arabica,1920928320,2014-15,147840000.0
Country 55,Arabica,121620000,2014-15,8400000.0
Country 1,Robusta/Arabica,46500000,2015-16,2016000.0
Country 2,Arabica,75180000,2015-16,3696000.0
Country 3,Arabica/Robusta,27824700000,2015-16,1378137600.0
Country 4,Arabica/Robusta,3412020,2015-16,134400.0
Country 5,Arabica/Robusta,381540000,2015-16,10416000.0
Country 6,Robusta/Arabica,4920480000,2015-16,305760000.0
Country 7,Robusta,588705960,2015-16,24864000.0
Country 8,Arabica,2340000,2015-16,67200.0
Country 9,Arabica/Robusta,3608400,2015-16,120960.0
Country 10,Arabica,35100000,2015-16,1344000.0
Country 11,Arabica,402000000,2015-16,16800000.0
Country 12,Arabica,2139960,2015-16,67200.0
Country 13,Arabica,294000,2015-16,32928.0
Country 14,Arabica,8595960,2015-16,268800.0
Country 15,Robusta,5360040,2015-16,201600.0
Country 16,Arabica,384006000,2015-16,14784000.0
Country 17,Arabica/Robusta,642823380,2015-16,26073600.0
Country 18,Arabica,600600000,2015-16,22848000.0
Country 19,Robusta/Arabica,2807280000,2015-16,201600000.0
Country 20,Arabica/Robusta,76425060,2015-16,6185760.0
Country 21,Arabica,991920,2015-16,0.0
Country 22,Robusta/Arabica,143450940,2015-16,5107200.0
Country 23,Robusta,24794400,2015-16,1344000.0
Country 24,Arabica,2536776384,2015-16,115609065.6
Country 25,Arabica,665335200,2015-16,30160771.2
Country 26,Robusta,410260140,2015-16,21302400.0
Country 27,Robusta/Arabica,359880000,2015-16,13440000.0
Country 28,Arabica,417242040,2015-16,19152000.0
Country 29,Robusta,0,2015-16,0.0
Country 30,Arabica,4536540000,2015-16,235267200.0
Country 31,Robusta,1123140,2015-16,33600.0
Country 32,Robusta,9970800,2015-16,134400.0
Country 33,Arabica/Robusta,590880000,2015-16,26208000.0
Country 34,Robusta,86730000,2015-16,3360000.0
Country 35,Robusta,9203040,2015-16,604800.0
Country 36,Arabica,471850680,2015-16,24528000.0
Country 37,Robusta/Arabica,2093460000,2015-16,97440000.0
Country 38,Arabica,18688020,2015-16,604800.0
Country 39,Arabica,95190000,2015-16,4032000.0
Country 40,Robusta,157980000,2015-16,10080000.0
Country 41,Robusta,8640000,2015-16,336000.0
Country 42,Arabica/Robusta,3189660000,2015-16,156508800.0
Country 43,Arabica,0,2015-16,0.0
Country 44,Arabica,299700300,2015-16,14377171.2
Country 45,Robusta,70740000,2015-16,2688000.0
Country 46,Arabica,122916960,2015-16,4502400.0
Country 47,Robusta,10080000,2015-16,336000.0
Country 48,Robusta/Arabica,58300020,2015-16,2352000.0
Country 49,Robusta/Arabica,1248600000,2015-16,87360000.0
Country 50,Robusta,2167620,2015-16,14784.0
Country 51,Robusta,21090000,2015-16,672000.0
Country 52,Robusta/Arabica,284816400,2015-16,15724800.0
Country 53,Arabica,2386067999,2015-16,110880000.0
Country 54,Robusta/Arabica,1920928320,2015-16,154560000.0
Country 55,Arabica,121620000,2015-16,7728000.0
Country 1,Robusta/Arabica,46500000,2016-17,2016000.0
Country 2,Arabica,75180000,2016-17,3830400.0
Country 3,Arabica/Robusta,27824700000,2016-17,1426320000.0
Country 4,Arabica/Robusta,3412020,2016-17,134400.0
Country 5,Arabica/Robusta,381540000,2016-17,10416000.0
Country 6,Robusta/Arabica,4920480000,2016-17,312480000.0
Country 7,Robusta,588705960,2016-17,24192000.0
Country 8,Arabica,2340000,2016-17,67200.0
Country 9,Arabica/Robusta,3608400,2016-17,134400.0
Country 10,Arabica,35100000,2016-17,1344000.0
Country 11,Arabica,402000000,2016-17,16800000.0
Country 12,Arabica,2139960,2016-17,67200.0
Country 13,Arabica,294000,2016-17,32928.0
Country 14,Arabica,8595960,2016-17,268800.0
Country 15,Robusta,5360040,2016-17,201600.0
Country 16,Arabica,384006000,2016-17,14784000.0
Country 17,Arabica/Robusta,642823380,2016-17,26208000.0
Country 18,Arabica,600600000,2016-17,22848000.0
Country 19,Robusta/Arabica,2807280000,2016-17,203616000.0
Country 20,Arabica/Robusta,76425060,2016-17,6135360.0
Country 21,Arabica,991920,2016-17,0.0
Country 22,Robusta/Arabica,143450940,2016-17,5174400.0
Country 23,Robusta,24794400,2016-17,1344000.0
Country 24,Arabica,2536776384,2016-17,116688862.08
Country 25,Arabica,665335200,2016-17,22139510.4
Country 26,Robusta,410260140,2016-17,21302400.0
Country 27,Robusta/Arabica,359880000,2016-17,13440000.0
Country 28,Arabica,417242040,2016-17,19622400.0
Country 29,Robusta,0,2016-17,0.0
Country 30,Arabica,4536540000,2016-17,239971200.0
Country 31,Robusta,1123140,2016-17,33600.0
Country 32,Robusta,9970800,2016-17,134400.0
Country 33,Arabica/Robusta,590880000,2016-17,26208000.0
Country 34,Robusta,86730000,2016-17,3360000.0
Country 35,Robusta,9203040,2016-17,604800.0
Country 36,Arabica,471850680,2016-17,24864000.0
Country 37,Robusta/Arabica,2093460000,2016-17,96768000.0
Country 38,Arabica,18688020,2016-17,604800.0
Country 39,Arabica,95190000,2016-17,4032000.0
Country 40,Robusta,157980000,2016-17,10080000.0
Country 41,Robusta,8640000,2016-17,336000.0
Country 42,Arabica/Robusta,3189660000,2016-17,158592000.0
Country 43,Arabica,0,2016-17,0.0
Country 44,Arabica,299700300,2016-17,14564121.6
Country 45,Robusta,70740000,2016-17,2688000.0
Country 46,Arabica,122916960,2016-17,4502400.0
Country 47,Robusta,10080000,2016-17,336000.0
Country 48,Robusta/Arabica,58300020,2016-17,2352000.0
Country 49,Robusta/Arabica,1248600000,2016-17,90720000.0
Country 50,Robusta,2167620,2016-17,17068.8
Country 51,Robusta,21090000,2016-17,672000.0
Country 52,Robusta/Arabica,284816400,2016-17,16128000.0
Country 53,Arabica,2386067999,2016-17,110880000.0
Country 54,Robusta/Arabica,1920928320,2016-17,161280000.0
Country 55,Arabica,121620000,2016-17,6720000.0
Country 1,Robusta/Arabica,46500000,2017-18,2016000.0
Country 2,Arabica,75180000,2017-18,3931200.0
Country 3,Arabica/Robusta,27824700000,2017-18,1478198400.0
Country 4,Arabica/Robusta,3412020,2017-18,134400.0
Country 5,Arabica/Robusta,381540000,2017-18,10416000.0
Country 6,Robusta/Arabica,4920480000,2017-18,319200000.0
Country 7,Robusta,588705960,2017-18,24528000.0
Country 8,Arabica,2340000,2017-18,67200.0
Country 9,Arabica/Robusta,3608400,2017-18,134400.0
Country 10,Arabica,35100000,2017-18,1344000.0
Country 11,Arabica,402000000,2017-18,16800000.0
Country 12,Arabica,2139960,2017-18,67200.0
Country 13,Arabica,294000,2017-18,32928.0
Country 14,Arabica,8595960,2017-18,268800.0
Country 15,Robusta,5360040,2017-18,201600.0
Country 16,Arabica,384006000,2017-18,14784000.0
Country 17,Arabica/Robusta,642823380,2017-18,26208000.0
Country 18,Arabica,600600000,2017-18,22848000.0
Country 19,Robusta/Arabica,2807280000,2017-18,213696000.0
Country 20,Arabica/Robusta,76425060,2017-18,6160022.4
Country 21,Arabica,991920,2017-18,0.0
Country 22,Robusta/Arabica,143450940,2017-18,5241600.0
Country 23,Robusta,24794400,2017-18,1344000.0
Country 24,Arabica,2536776384,2017-18,120507811.2
Country 25,Arabica,665335200,2017-18,23744044.8
Country 26,Robusta,410260140,2017-18,21302400.0
Country 27,Robusta/Arabica,359880000,2017-18,13440000.0
Country 28,Arabica,417242040,2017-18,20160000.0
Country 29,Robusta,0,2017-18,0.0
Country 30,Arabica,4536540000,2017-18,244809600.0
Country 31,Robusta,1123140,2017-18,33600.0
Country 32,Robusta,9970800,2017-18,134400.0
Country 33,Arabica/Robusta,590880000,2017-18,26544000.0
Country 34,Robusta,86730000,2017-18,3360000.0
Country 35,Robusta,9203040,2017-18,604800.0
Country 36,Arabica,471850680,2017-18,25200000.0
Country 37,Robusta/Arabica,2093460000,2017-18,98784000.0
Country 38,Arabica,18688020,2017-18,604800.0
Country 39,Arabica,95190000,2017-18,4368000.0
Country 40,Robusta,157980000,2017-18,10416000.0
Country 41,Robusta,8640000,2017-18,336000.0
Country 42,Arabica/Robusta,3189660000,2017-18,161280000.0
Country 43,Arabica,0,2017-18,0.0
Country 44,Arabica,299700300,2017-18,14649600.0
Country 45,Robusta,70740000,2017-18,2688000.0
Country 46,Arabica,122916960,2017-18,4502400.0
Country 47,Robusta,10080000,2017-18,336000.0
Country 48,Robusta/Arabica,58300020,2017-18,2352000.0
Country 49,Robusta/Arabica,1248600000,2017-18,92400000.0
Country 50,Robusta,2167620,2017-18,17068.8
Country 51,Robusta,21090000,2017-18,672000.0
Country 52,Robusta/Arabica,284816400,2017-18,16450560.0
Country 53,Arabica,2386067999,2017-18,107520000.0
Country 54,Robusta/Arabica,1920928320,2017-18,168000000.0
Country 55,Arabica,121620000,2017-18,6048000.0
Country 1,Robusta/Arabica,46500000,2018-19,2016000.0
Country 2,Arabica,75180000,2018-19,4032000.0
Country 3,Arabica/Robusta,27824700000,2018-19,1491840000.0
Country 4,Arabica/Robusta,3412020,2018-19,134400.0
Country 5,Arabica/Robusta,381540000,2018-19,10416000.0
Country 6,Robusta/Arabica,4920480000,2018-19,322560000.0
Country 7,Robusta,588705960,2018-19,25200000.0
Country 8,Arabica,2340000,2018-19,67200.0
Country 9,Arabica/Robusta,3608400,2018-19,134400.0
Country 10,Arabica,35100000,2018-19,1344000.0
Country 11,Arabica,402000000,2018-19,16800000.0
Country 12,Arabica,2139960,2018-19,67200.0
Country 13,Arabica,294000,2018-19,32928.0
Country 14,Arabica,8595960,2018-19,268800.0
Country 15,Robusta,5360040,2018-19,201600.0
Country 16,Arabica,384006000,2018-19,14784000.0
Country 17,Arabica/Robusta,642823380,2018-19,26208000.0
Country 18,Arabica,600600000,2018-19,23184000.0
Country 19,Robusta/Arabica,2807280000,2018-19,221760000.0
Country 20,Arabica/Robusta,76425060,2018-19,6182400.0
Country 21,Arabica,991920,2018-19,0.0
Country 22,Robusta/Arabica,143450940,2018-19,5241600.0
Country 23,Robusta,24794400,2018-19,1344000.0
Country 24,Arabica,2536776384,2018-19,120382752.0
Country 25,Arabica,665335200,2018-19,24528000.0
Country 26,Robusta,410260140,2018-19,21302400.0
Country 27,Robusta/Arabica,359880000,2018-19,13440000.0
Country 28,Arabica,417242040,2018-19,20160000.0
Country 29,Robusta,0,2018-19,0.0
Country 30,Arabica,4536540000,2018-19,247632000.0
Country 31,Robusta,1123140,2018-19,33600.0
Country 32,Robusta,9970800,2018-19,134400.0
Country 33,Arabica/Robusta,590880000,2018-19,26544000.0
Country 34,Robusta,86730000,2018-19,3360000.0
Country 35,Robusta,9203040,2018-19,604800.0
Country 36,Arabica,471850680,2018-19,25200000.0
Country 37,Robusta/Arabica,2093460000,2018-19,99120000.0
Country 38,Arabica,18688020,2018-19,604800.0
Country 39,Arabica,95190000,2018-19,4704000.0
Country 40,Robusta,157980000,2018-19,10416000.0
Country 41,Robusta,8640000,2018-19,336000.0
Country 42,Arabica/Robusta,3189660000,2018-19,164640000.0
Country 43,Arabica,0,2018-19,0.0
Country 44,Arabica,299700300,2018-19,14784000.0
Country 45,Robusta,70740000,2018-19,2688000.0
Country 46,Arabica,122916960,2018-19,4502400.0
Country 47,Robusta,10080000,2018-19,336000.0
Country 48,Robusta/Arabica,58300020,2018-19,2352000.0
Country 49,Robusta/Arabica,1248600000,2018-19,94080000.0
Country 50,Robusta,2167620,2018-19,17068.8
Country 51,Robusta,21090000,2018-19,672000.0
Country 52,Robusta/Arabica,284816400,2018-19,16800000.0
Country 53,Arabica,2386067999,2018-19,104160000.0
Country 54,Robusta/Arabica,1920928320,2018-19,174720000.0
Country 55,Arabica,121620000,2018-19,4368000.0
Country 1,Robusta/Arabica,46500000,2019-20,2016000.0
Country 2,Arabica,75180000,2019-20,4099200.0
Country 3,Arabica/Robusta,27824700000,2019-20,1478400000.0
Country 4,Arabica/Robusta,3412020,2019-20,134400.0
Country 5,Arabica/Robusta,381540000,2019-20,10012800.0
Country 6,Robusta/Arabica,4920480000,2019-20,322963200.0
Country 7,Robusta,588705960,2019-20,25200000.0
Country 8,Arabica,2340000,2019-20,67200.0
Country 9,Arabica/Robusta,3608400,2019-20,134400.0
Country 10,Arabica,35100000,2019-20,1344000.0
Country 11,Arabica,402000000,2019-20,16800000.0
Country 12,Arabica,2139960,2019-20,67200.0
Country 13,Arabica,294000,2019-20,32928.0
Country 14,Arabica,8595960,2019-20,268800.0
Country 15,Robusta,5360040,2019-20,201600.0
Country 16,Arabica,384006000,2019-20,14515200.0
Country 17,Arabica/Robusta,642823380,2019-20,25334400.0
Country 18,Arabica,600600000,2019-20,23184000.0
Country 19,Robusta/Arabica,2807280000,2019-20,218400000.0
Country 20,Arabica/Robusta,76425060,2019-20,6384000.0
Country 21,Arabica,991920,2019-20,0.0
Country 22,Robusta/Arabica,143450940,2019-20,5174400.0
Country 23,Robusta,24794400,2019-20,1344000.0
Country 24,Arabica,2536776384,2019-20,136064812.8
Country 25,Arabica,665335200,2019-20,23654400.0
Country 26,Robusta,410260140,2019-20,21302400.0
Country 27,Robusta/Arabica,359880000,2019-20,13305600.0
Country 28,Arabica,417242040,2019-20,19622400.0
Country 29,Robusta,0,2019-20,0.0
Country 30,Arabica,4536540000,2019-20,254083200.0
Country 31,Robusta,1123140,2019-20,33600.0
Country 32,Robusta,9970800,2019-20,134400.0
Country 33,Arabica/Robusta,590880000,2019-20,26409600.0
Country 34,Robusta,86730000,2019-20,3360000.0
Country 35,Robusta,9203040,2019-20,604800.0
Country 36,Arabica,471850680,2019-20,23520000.0
Country 37,Robusta/Arabica,2093460000,2019-20,97440000.0
Country 38,Arabica,18688020,2019-20,604800.0
Country 39,Arabica,95190000,2019-20,4804800.0
Country 40,Robusta,157980000,2019-20,10550400.0
Country 41,Robusta,8640000,2019-20,336000.0
Country 42,Arabica/Robusta,3189660000,2019-20,162960000.0
Country 43,Arabica,0,2019-20,0.0
Country 44,Arabica,299700300,2019-20,14112000.0
Country 45,Robusta,70740000,2019-20,2688000.0
Country 46,Arabica,122916960,2019-20,4502400.0
Country 47,Robusta,10080000,2019-20,336000.0
Country 48,Robusta/Arabica,58300020,2019-20,2352000.0
Country 49,Robusta/Arabica,1248600000,2019-20,94080000.0
Country 50,Robusta,2167620,2019-20,17472.0
Country 51,Robusta,21090000,2019-20,672000.0
Country 52,Robusta/Arabica,284816400,2019-20,17068800.0
Country 53,Arabica,2386067999,2019-20,85680000.0
Country 54,Robusta/Arabica,1920928320,2019-20,178080000.0
Country 55,Arabica,121620000,2019-20,4300800.0
